source_title,source_org,published_at,reference_year,pdf_page,table_index,table_title,unit,row_index,column_index,cell_value,source_file
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,1,1,책임자,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,1,2,과 장,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,1,3,박현정(042-481-2250),2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,2,1,담당자,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,2,2,사무관,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,2,3,강현영(2258)출생통계,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,3,1,담당자,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,3,2,사무관,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,1,1,인구동향조사,,3,3,김성규(2251)사망통계,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,1,3,일,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,1,4,러 두 기,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,2,1,20,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,2,2,25년 출생‧사,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,2,3,망통계 잠정,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,2,4,결과,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,2,1,일 러 두 기,,3,1,○,2025년+출생.사망통계(잠정).pdf
